County,Facility Name,Facility Address,City,Is the pool indoor or outdoor,Pool Size_sf,Pool Volume_gal
MAHONING,Hitchcock Commons Apt. (Indoor),7420 West Blvd,Youngstown,INDOOR,900,30000
MAHONING,"Hitchcock Commons Apt. (Outdoor), 44512","7420 West Blvd, 44512",Youngstown,OUTDOOR,756,30000
MAHONING,The Boardman Inn,7109 Market St.,Youngstown,OUTDOOR,684,30000
MONTGOMERY,Normandy Club,"7677 Tours Lane, 45459",Centerville,OUTDOOR,1349,30000
MONTGOMERY,Kids Are Tops Sports Center,"7644 Paragon Rd, 45459",Centerville,INDOOR,1250,30000
MONTGOMERY,Wythe Parish Homeowners,"57 Wythe Parish St., 45459",Centerville,OUTDOOR,800,30000
MONTGOMERY,Spanish Trace Condo #17,"7815 N. Main St., 45415",Dayton,OUTDOOR,800,30000
NILES CITY,Days Inn,"1300 Youngstown Warren Rd, 44446",Niles,OUTDOOR,1250,30000
NILES CITY,Arlington Arms Apts,"1609 Robbins Ave, 44446",Niles,OUTDOOR,861,30000
PICKAWAY,Elsea MHP Pool,"314 Remle Rd, 43113",Circleville,OUTDOOR,1144,30000
RICHLAND,Charles Mill Lake Park Eagle,"1277 A St. Rt. 430, 44903",Mansfield,OUTDOOR,906,30000
RICHLAND,Woodville Apts/Pool,"855 Woodville, 44907",Mansfield,OUTDOOR,800,30000
SANDUSKY,Our Lady of the Pines Retreat,"1250 Tiffin St., 43420",Fremont,OUTDOOR,800,30000
SENECA,Lupica Apts,"537 E. Market St., 44883",Tiffin,OUTDOOR,800,30000
TRUMBULL,Metroplex Hotel & Conference,1620 Motor Inn Dr.,Girard,OUTDOOR,1250,30000
TRUMBULL,Metroplex Hotel & Conference,1620 Motor Inn Dr.,Girard,OUTDOOR,1250,30000
WARREN,Concord Square Apts,"500 Cincinnati Ave, 45036",Lebanon,OUTDOOR,1000,30000
WASHINGTON,The Landings Campground,"120 Sterling Rd, 45773",Reno,OUTDOOR,800,30000
GEAUGA,Punderson Manor Resort,"11755 Kinsman Rd, 44065",Newbury,OUTDOOR,1012,29935
FRANKLIN,Residence at Turnberry,1631 Hill Rd,Pickerington,OUTDOOR,1050,29925
FRANKLIN,The Residence At turnberry Outdoor,"1631 Hill Road N, 43147",Pickeringtopn,OUTDOOR,1050,29925
GALLIA,Quality Inn - Pool,"577 State Route 7, 45631",Gallipolis,OUTDOOR,800,29920
GALLIA,Quality Inn- Pool,"577 State Route 7, 45631",Gallipolis,OUTDOOR,800,29920
LAKE,Four Points by Sheraton (I),"35000 Curtis Blvd, 44095",Eastlake,INDOOR,800,29920
UNION,Union County Family YMCA - Special,"1150 Charles Lane, 43040",Marysville,INDOOR,900,29902
MONTGOMERY,Village of Hunters Glen,"95 Mallard Glen Dr, 45458",Dayton,OUTDOOR,800,29890
MONTGOMERY,Village of Hunters Glen,"95 Mallard Glen Dr, 45458",Dayton,OUTDOOR,800,29890
WAYNE,Pine Cove,1760 Pine Cove Dr,Wooster,OUTDOOR,800,29875
CLERMONT,Falcon Crest Apts,"30 Susan Cr, 45150",Milford,OUTDOOR,800,29750
CINCINNATI CITY,Burnet View Apts,"3245 Bishop St., 45220",Cincinnati,OUTDOOR,780,29700
MONTGOMERY,Bent Tree Apts.,"5216 Leyden Lane, 45424",Huber Heights,OUTDOOR,1200,29600
MONTGOMERY,Bent Tree Apts.,5216 Leyden Lane,Huber Heights,OUTDOOR,1200,29600
SHARONVILLE CITY,Waterford Community,"Cornell Rd & Allenhurst Blvd, 45241",Sharonville,OUTDOOR,962,29600
SHELBY,Motel 6,"2009 W. Michigan, 45365",Sidney,OUTDOOR,1100,29600
ERIE,Econo Lodge,"1904 Cleveland Rd, 44870",Sandusky,OUTDOOR,800,29500
FULTON,Fairview Apartments,650 Lawrence Ave,Wauseon,OUTDOOR,800,29500
LORAIN,Fairway 12 Condos,"4615 Oakhill Blvd, 44053",Lorain,OUTDOOR,800,29500
SANDUSKY,"Mid City Mobile Homes, Inc.","740 CR 212, 43420",Fremont,OUTDOOR,2961,29500
WARREN,Pine Run,"3873 Sandtrap Cir, 45040",Mason,OUTDOOR,985,29500
ERIE,Crystal Shores South,380 Salem Dr.,Vermilion,OUTDOOR,786,29484
LORAIN,Meadows of Elyria Condo Assoc.,"230 Brunswick Dr.,",Elyria,OUTDOOR,786,29484
LORAIN,Cherry Ridge Condos,"1213 W. Ridge Rd, 44035",N. Elyria,OUTDOOR,786,29484
LICKING,Buckeye Lake KOA,"4460 Walnut Rd, 43008",Buckeye Lake,OUTDOOR,982,29460
WARREN,Beacon Hill,"9180 Beacon St., 45040",Mason,OUTDOOR,981,29430
CINCINNATI CITY,Budget Host Town Center Inn,"3356 Central Parkway, 45225",Cincinnati,OUTDOOR,1120,29400
COLUMBUS CITY,Arden Park,"5793 Hoover Falls Drive, 43081",Westerville,OUTDOOR,980,29400
MAHONING,Comfort Inn,5425 Clarkins Dr.,Youngstown,OUTDOOR,750,29400
COLUMBUS CITY,Extended Stay Deluxe #9821,"8555 Lyra Dr., 43240",Columbus,OUTDOOR,850,29360
COLUMBUS CITY,Clarion Hotel & Conference Center,900 E. Dublin Granville Rd,Columbus,INDOOR,100000,29340
CINCINNATI CITY,Highland Towers,"1071 Celestial St., 45202",Cincinnati,OUTDOOR,900,29250
FULTON,Sauder Heritage Inn Pool,22611 State Route 2,Archbold,INDOOR,1517,29244
TRUMBULL,Reform Fitness (Former Q-Club),"8094 E. Market St, 44484",Warren,INDOOR,1000,29200
RICHLAND,Stonegate Assoc./Pool,"670 Old Mill Run, 44906",Mansfield,OUTDOOR,769,29165
COLUMBUS CITY,Eden Springs Apartments & Townhomes,"5797 Millbank Rd, 43229",Columbus,OUTDOOR,720,29040
ATHENS,Athens City Wading,"733 East State St., 45701",Athens,OUTDOOR,1484,29000
CINCINNATI CITY,Clifton View Apts,"2065 W. Clifton Ave, 45219",Cincinnati City,OUTDOOR,684,29000
CLERMONT,Miami Trails,"6639 Miami Trails Dr, 45140",Loveland,OUTDOOR,800,29000
CLEVELAND CITY,The Shoreline,"5455 Marginal Rd, 44114",Cleveland,OUTDOOR,1000,29000
COLUMBUS CITY,Woods at McNeill Farm,"39 Cotterrew Dr., 43004",Blacklick,OUTDOOR,1300,29000
COLUMBUS CITY,Carnaby Village,"5951 Parliament Dr., 43213",Columbus,OUTDOOR,975,29000
CUYAHOGA,Victoria Plaza - Pool,"26101 Country Club, 44070",N. Olmsted,OUTDOOR,1104,29000
CUYAHOGA,Overlook Condo Pool,"2577 Overlook Rd, 44106",Cleveland Hts,OUTDOOR,861,29000
DEFIANCE,Winthrop Terrace Pool,"700 Ralston Ave, 43512",Defiance,OUTDOOR,980,29000
ERIE,LA Quinta - Pool,"3304 Milan Rd, 44870",Sandusky,OUTDOOR,992,29000
FRANKLIN,Olde Towne Apts. Pool,"384 E. Towne Ct., 43230",Gahanna,OUTDOOR,13400,29000
MIAMI,Bellview Apts Pool,"603 W. Walnut St., 45371",Tipp City,OUTDOOR,1150,29000
COLUMBUS CITY,Braxton on Bethel,"1524 Braeton Pkwy #101, 43235",Columbus,OUTDOOR,965,28950
WARREN,Maple Oaks Apts.,"2667 E. Audubon Dr. Apt. D, 45044",Middletown,OUTDOOR,1000,28902
CUYAHOGA,The Hamptons Outdoor Pool,"27040 Cedar Rd, 44122",Beachwood,OUTDOOR,1083,28892
CUYAHOGA,Lake House Condo,"11850 Edgewater Dr, 44107",Lakewood,OUTDOOR,784,28812
BUTLER,Lakefront at West Chester,4637 Wyndtree Dr.,West Chester,OUTDOOR,2000,28800
CUYAHOGA,Fairmount Richmond Condo,"25805 Fairmount Blvd, 44122",Beachwood,OUTDOOR,640,28800
MONTGOMERY,Austin Springs Pool,"2991 Austin Springs Blvd, 45342",Miamisburg,OUTDOOR,964,28800
MONTGOMERY,Gleneagles,"560 Eagle Circle, 45429",Kettering,OUTDOOR,836,28800
MONTGOMERY,Gleneagles,"560 Eagle Circle, 45429",Kettering,OUTDOOR,836,28800
CUYAHOGA,Brendan Court Pool,"3817  Brendan Ln, 44070",N. Olmsted,OUTDOOR,724,28779
BUTLER,Locust South Apts.,315 South Locust St.,Oxford,OUTDOOR,800,28760
HENRY,Filling Home,"N160 State Route 108, 43545",Napoleon,INDOOR,987,28725
FRANKLIN,Hunters Ridge II Pool,"384 Morrison Road, 43230",Gahanna,OUTDOOR,960,28723
FRANKLIN,Groves at 665 Pool,"6049 Rings Ave, 43123",Grove City,OUTDOOR,960,28723
STARK,Perry Hills Colony,"2872 Colony Woods Circle SW, 44706",Canton,OUTDOOR,880,28720
WOOD,Stony Ridge KOA Kampground,"24787 Luckey Rd, 43551",Perrysburg,OUTDOOR,968,28700
CUYAHOGA,Mayfield Hts Muni- Wading,"1525 Chelmsford Rd, 44124",Mayfield Hts,OUTDOOR,2715,28688
WARREN,Oakwood Lakes Pool,"7050 White Oak, 45040",Mason,OUTDOOR,956,28680
ERIE,Super 8 Motel,"11313 US 250, 44846",Milan,OUTDOOR,585,28647
CINCINNATI CITY,The Drexel at Oakley,"3827 Paxton Ave, 45209",Cincinnati City,OUTDOOR,954,28544
SUMMIT,Cascade Falls Apts,"1761 Waterford Ct., 44313",Akron,OUTDOOR,1028,28527
COLUMBUS CITY,Preston Pointe @ Shannon Glen,"5800 Shannon Rd, 43110",Canal Winchester,OUTDOOR,1221,28508
ALLIANCE CITY,Concorde Therapy Group,"2484 W. State, 44601",Alliance,INDOOR,800,28500
FRANKLIN,Arlington Pointe Pool,"2555 Shore Line Ln, 43221",Columbus,OUTDOOR,950,28500
MIDDLETOWN CITY,Kensington Ridge Apartments,"710 Kensington Court, 45044",Middletown,OUTDOOR,1065,28500
FRANKLIN,Britton Woods @Tuttle Crossing,"5489 Crescent Ridge Dr., 43016",Dublin,OUTDOOR,978,28460
LAKE,Lake Co Yacht Club,"35979 Lakeshore Blvd, 44095",Eastlake,OUTDOOR,800,28424
WARREN,Windemere Pool,"4020 Windemere Way, 45040",Mason,OUTDOOR,1076,28424
COLUMBUS CITY,Haydens Reserve Condos,"5555 Hayden's Reserve Wy, 43026",Columbus,OUTDOOR,946,28380
WARREN,Kirkwood Inn Pool,"4027 South St. Rt. 42, 45036",Lebanon,OUTDOOR,788,28350
LOGAN,Four Seasons,"11047 Sr 366, 43331",Lakeview,OUTDOOR,860,28349
CLEVELAND CITY,Lake Edge - Pool,"10301 Lake Ave, 44102",Cleveland,INDOOR,1624,28325
COLUMBUS CITY,Mercer Square,"7331 E. Skyline Dr, 43235",Columbus,OUTDOOR,942,28300
CINCINNATI CITY,Fountain Villa East,"5639 Macey Ave, 45227",Cincinnati,OUTDOOR,686,28297
HAMILTON CITY,Don W. & Nannie V. Fitton Family,1307 NW Washington Blvd,Hamilton,INDOOR,910,28283
ERIE,Country Inn,"11600 US Rt 250, 44846",Milan,OUTDOOR,951,28250
SCIOTO,Comfort Inn,5100 Old Scioto Trail,Portsmouth,INDOOR,450,28115
COLUMBUS CITY,Drury Inn & Suites Cols Conv. Ctr,"88 E Nationwide Blvd, 43215-2576",Columbus,INDOOR,936,28100
PORTAGE,The Atrium at Anna Maria,"800 Aurora Road, 44202",Aurora,INDOOR,936,28080
COLUMBUS CITY,The Retreat Condo Pool,"961 Shaula Dr., 43240",Columbus,OUTDOOR,935,28050
Ashland,Mohican Adventures Campground,"3058 St. Rt. 3, 44842",Loudonville,INDOOR,900,28000
ASHTABULA,Heritage Hills,"505 Heritage Square, 44047",Jefferson,OUTDOOR,800,28000
ASHTABULA,Thousand Trails-Kenisee Lakes,"2021 Mill Creek Rd, 44047",Jefferson,OUTDOOR,800,28000
BELMONT,School of Hope,"330 Fox Shannon Place,",St. Clairsville,INDOOR,1250,28000
CINCINNATI CITY,Campus Park,"195 E. McMillian St., 45219",Cincinnati City,OUTDOOR,1034,28000
CLEVELAND CITY,Forest City Yacht Club,5301 N. Marginal Rd,Cleveland,OUTDOOR,968,28000
COLUMBUS CITY,Waggoner Park Condo Phase 3,"8337 Glabra Dr., 43004",Blacklick,OUTDOOR,1920,28000
COLUMBUS CITY,Hudson Square,"5451 Olivia Michal PL, 43081",Westerville,OUTDOOR,1250,28000
COLUMBUS CITY,Emerson park,"6735 Brookline Gardens Road, 43082",Westerville,OUTDOOR,1165,28000
COLUMBUS CITY,Moonglow Apts.,"715 Moon Rd, 43224",Columbus,OUTDOOR,1049,28000
COLUMBUS CITY,Spring Creek Apts. #2,"5811 Spring Run Dr., 43229",Columbus,OUTDOOR,920,28000
COLUMBUS CITY,Kingshill Court Apts,"4797 Kingshill Dr., 43229",Columbus,OUTDOOR,680,28000
COLUMBUS CITY,Lake of Olentangy,"360 Lazelle Rd, 43035",Lewis Center,OUTDOOR,540,28000
CUYAHOGA,Compass South Homeowners Pool,"6943 W. Fitzwater Rd, 44141",Brecksville,OUTDOOR,606,28000
HAMILTON,Miami Bluffs Townhouses,8204 Wooster Pike,Cincinnati,OUTDOOR,1000,28000
LAWRENCE,Country Hearth Inn,"70 Private Rd. 302, 45680",South Point,OUTDOOR,1100,28000
LICKING,Lakeside Townhome Assoc.,"4945 Walnut Rd, 43008",Buckeye Lake,OUTDOOR,1312,28000
LICKING,Lazy-River At Granville,"2340 Dry Creek Rd, 43023",Granville,OUTDOOR,800,28000
LORAIN,Coachman's Trail Condos,"216 Moore Rd, 44012",Avon Lake,OUTDOOR,800,28000
LUCAS,Carriage House West,"3010 W. Central Ave, 43606",Toledo,OUTDOOR,800,28000
LUCAS,Oak Hill Investment LLC,"3776 Hill Ave, 43607",Toledo,OUTDOOR,800,28000
LUCAS,Waterside Sylvania Clubhouse,"3933 Windward Dr., 43560",Toledo,OUTDOOR,800,28000
MONTGOMERY,Austin Springs Pool,"2991 Austin Springs Blvd, 45342",Miamisburg,OUTDOOR,964,28000
MUSKINGUM,Greenlawn Heights Pool,2239 East Pike,Zanesville,OUTDOOR,800,28000
PORTAGE,Wingate By Wyndham,"9705 St. Rt. 14, 44241",Streetsboro,INDOOR,714,28000
WARREN,Days Inn,1740 E. Wooster Street,Bowling Green,OUTDOOR,800,28000
WOOD,Day's Inn,"1740 E. Wooster St., 43402",Bowling Green,OUTDOOR,800,28000
COLUMBUS CITY,Hilton Columbus - Polaris,"8700 Lyra Dr., 43240",Columbus,INDOOR,890,27980
COLUMBUS CITY,Wesley Glen Wellness Center,"5155 N. High St., 43214-1525",Columbus,INDOOR,931,27930
CANTON CITY,Belken Village Apt. Pool,4700 Cleveland Ave,Canton,OUTDOOR,798,27927
COLUMBUS CITY,Taylor House,"5001 Olentangy River Rd, 43214",Columbus,OUTDOOR,1270,27851
FRANKLIN,Westerville Jaycees North,"200 S. Otterbein, 43081",Westerville,OUTDOOR,1500,27825
COLUMBUS CITY,Forest View Apts.,"3142 Vista View Blvd, 43231",Columbus,OUTDOOR,920,27800
MIDDLETOWN CITY,Atrium Family YMCA Special Use,"5750 Innovation Dr, 45005",Franklin,INDOOR,856,27786
ERIE,Milan Trav-L Park,"11404 US 250 North, 44846",Vermilion,OUTDOOR,920,27600
HOLMES,Camp Toodik,"7700 TR 462, 44842",Loudonville,OUTDOOR,800,27600
LORAIN,Morningside Outside Pool,"3665 Morningside Way, 44053",Lorain,OUTDOOR,936,27600
LUCAS,Timber Run,2051 W. Alexis Rd,Toledo,OUTDOOR,880,27600
BUTLER,Monroe Terrace Apts,"300 Courtland Ave, 45050",Monroe,OUTDOOR,1500,27500
COLUMBUS CITY,Bryant Park,"7330 E. Skyline Dr., 43235",Columbus,OUTDOOR,1050,27500
ERIE,Magnuson Hotel,"1530 Cleveland Rd, 44870",Sandusky,OUTDOOR,799,27500
NILES CITY,Carnegie Arms Apts,"1916 Youll St, 44446",Niles,OUTDOOR,1134,27500
WARREN,Knights Inn,"725 E. Main St., 45036",Lebanon,OUTDOOR,924,27500
COLUMBUS CITY,Luxe at the Highlands,"2330 Sawmill Place Blvd, 43235",Columbus,OUTDOOR,916,27480
LORAIN,Towne Center Community Campus,"200 Community Dr, 44012",Avon Lake,INDOOR,8800,27450
HAMILTON,Bentwood,"100 Bentwood Ct, 45241",Cincinnati,OUTDOOR,910,27325
COLUMBUS CITY,Walden Village Condos,"4830 Cabin Ln, 43230",Gahanna,OUTDOOR,700,27075
COLUMBUS CITY,Club Columbus,"795 W. 5th Ave, 43212",Columbus,OUTDOOR,850,27049
ERIE,Breakers Tower Indoor Pool,Cedar Point,Sandusky,INDOOR,1068,27038
CARROLL,Camp Gideon,"7261 Salineville Rd, 44651",Mechanicstown,OUTDOOR,900,27000
COLUMBUS CITY,Thurber Towers Apts,"645 Neil Avenue, 43215",Columbus,INDOOR,1750,27000
COLUMBUS CITY,Columbus Hilton At Easton,"3900 Chagrin Dr., 43219",Columbus,INDOOR,1300,27000
COLUMBUS CITY,Rosebrook Village Apts,"6566 Rosemeadows Dr, 43068",Reynoldsburg,OUTDOOR,1050,27000
COLUMBUS CITY,Eaglecrest Apts.,"5445 Eaglecrest Dr., 43119",Galloway,OUTDOOR,950,27000
COLUMBUS CITY,Avalon Apts,"1820 Holt Rd, 43228",Columbus,OUTDOOR,936,27000
CUYAHOGA,FX Fitness Westlake Outdoor,"1255 Columbia Rd, 44145",Westlake,INDOOR,1000,27000
CUYAHOGA,Parma Park West Apts Pool,"2705 Snow Rd, 44134",Parma,OUTDOOR,800,27000
CUYAHOGA,Saxon House - Pool,"3167 Linden Rd Box 7, 44116",Rocky River,OUTDOOR,750,27000
GUERNSEY,Spring Valley Campground,"8000 Dozer Rd, 43725",Cambridge,OUTDOOR,1250,27000
HOLMES,The Club @ Berlin Resort - Pool,"5330 CR 201, 44654",Millersburg,INDOOR,936,27000
LAKE,Mentor Mall Village,"7950 Mentor Ave, 44060",Mentor,OUTDOOR,1711,27000
LAWRENCE,Ironton Country Club,"532 Private Rd 531, 45638",Ironton,OUTDOOR,800,27000
LORAIN,"College Park Manor, Ltd","143 East College St, 44074",Oberlin,OUTDOOR,800,27000
LUCAS,Arbor Landings,"1112 Brookview Dr, 43615",Toledo,OUTDOOR,800,27000
LUCAS,Country Club Apts. B,"1130 Pine Valley, 43615",Toledo,OUTDOOR,800,27000
LUCAS,Gari De Apts,2241 Laskey,Toledo,OUTDOOR,800,27000
LUCAS,Gari De Apts.,2241 Laskey,Toledo,OUTDOOR,800,27000
LUCAS,Laskey Manor,"2241 Laskey, 43613",Toledo,OUTDOOR,800,27000
LUCAS,Parkview I,"4416 Airport Highway, 43615",Toledo,OUTDOOR,800,27000
LUCAS,Embassy Estates I Condo,"6700 Embassy Court, 43537",Maumee,OUTDOOR,750,27000
LUCAS,Heatherwick House,3070 Carskaddon,Toldeo,OUTDOOR,470,27000
LUCAS,Heatherwick House,3070 Carskaddon,Toledo,OUTDOOR,470,27000
MADISON,Sheffield Manor,"1002 Lindsey Loop, 43140",London,OUTDOOR,800,27000
MAHONING,Boulevard Club Apts,7057 W. Boulevard,Youngstown,OUTDOOR,855,27000
MARIETTA CITY,Putnam Place Apts.,"240 Hillcrest Dr, 45750",Marietta,OUTDOOR,860,27000
PORTSMITH CITY,Canter Inns -DBA Holiday Inn,"711 2nd St., 45662",Portsmouth,INDOOR,800,27000
STARK,Bob o'Link  Manor Apartments,"2255 Applegrove St NW, 44720",Canton,OUTDOOR,946,27000
WARREN,Crown Ridge Apartments,"50 Beam Dr, 45005",Franklin,OUTDOOR,800,27000
WARREN,Crown Ridge Apts,50 Beam Dr.,Franklin,OUTDOOR,800,27000
CINCINNATI CITY,Gramercy Apts,"135 Garfield Pl, 45202",Cincinnati,OUTDOOR,800,26930
CINCINNATI CITY,Gramercy Apts.,"135 Garfield Pl, 45202",Cincinnnati,OUTDOOR,800,26930
MEDINA,Village on South Carpenter,"1474 S. Carpenter Rd, 44212",Brunswick,OUTDOOR,900,26930
MIAMI,YMCA Robinson Branch Therapy,"3060 S Co Rd 25A, 45373",Troy,INDOOR,810,26927
LORAIN,Foxes Lair,"2280 West River Rd, 44035",Elyria,OUTDOOR,800,26880
LUCAS,Radisson Hotel  at University of Toledo,3100 Glendale Ave43614,Toldeo,INDOOR,896,26880
LUCAS,The Hotel @ UTMC,"3100 Glendale Ave, 43614",Toledo,INDOOR,896,26880
WARREN CITY,"North Woods Ct, NE, 44483","3821 North Woods Ct, NE, 44483",Warren,OUTDOOR,841,26800
CUYAHOGA,Westlake Holiday Inn Pool,"1100 Crocker Rd, 44145",Westlake,INDOOR,900,26788
BUTLER,Reserve at Monroe Crossing,"801 Coldwater Dr., 45050",Monroe,OUTDOOR,840,26775
BUTLER,Reserve At Monroe Crossing,801 Coldwater Dr,Monroe,OUTDOOR,840,26775
HAMILTON,Hunters Creek Apts,"9231 Hunters Creek Dr, 45242",Cincinnati,OUTDOOR,840,26775
LUCAS,Ravenswood,"4668 Talmadge, 43623",Toledo,OUTDOOR,892,26760
LAKE,West Channel Yacht Club,"35817 Lakeshore Blvd, 44095",Eastlake,OUTDOOR,640,26740
CINCINNATI CITY,Meridan Condominiums,"3435 Golden Av, 45226",Cincinnati,OUTDOOR,648,26730
CINCINNATI CITY,Meridan Condos,"3435 Golden Ave, 45226",Cincinnati,OUTDOOR,648,26730
HURON,Bluffs Apartment Pool,"13 Sycamore Drive, 44857",Norwalk,OUTDOOR,648,26730
HURON,Bluffs Apartment Pool,"13 Sycamore Drive, 44857",Norwalk,OUTDOOR,648,26730
HURON,Bluffs Apt. Pool,"13 Sycamore Dr., 44857",Norwalk,OUTDOOR,648,26730
COLUMBUS CITY,Hamilton Creek Apts.,"14 Oak Rd, 43217",Columbus,OUTDOOR,850,26700
FRANKLIN,Slate Ridge Commons Pool,"2095 Dornbin Dr, 43068",Reynoldsburg,OUTDOOR,980,26689
FRANKLIN,Village at Sterling Pines Pool,"1375 Underwood Farms Blvd, 43230",Gahanna,OUTDOOR,887,26600
WARREN,Hyatt Place Cincinnati NE,"5070 Natorp Blvd, 45040",Mason,INDOOR,800,26600
SHARONVILLE CITY,CoCo Key Water Resort - Indoor Pool,11320 Chester Rd,Sharonville,INDOOR,650,26547
SHARONVILLE CITY,Ramada Plaza (Indoor),"11320 Chester Rd, 45246",Sharonville,INDOOR,650,26547
FRANKLIN,Sycamore Woods Condos,"600 E. Johnstown Rd, 43230",Gahanna,OUTDOOR,880,26500
MAHONING,Greenbriar Apts,2202 S. Racoon Rd,Youngstown,OUTDOOR,980,26500
MAHONING,Tiny Tots Day Care,"47 Centennial Dr, 44514",Poland,OUTDOOR,818,26500
MEDINA,Hunter's Pointe Apts.,"915 Sturbridge Dr., 44256",Medina,OUTDOOR,787,26500
WARREN,Hunters Run Apts Pool,"1030 Hunters Run Dr, 45036",Lebanon,OUTDOOR,880,26500
CINCINNATI CITY,Woodford Corp,"6027 Woodford Ct., 45213",Cincinnati,OUTDOOR,882,26460
COLUMBUS CITY,Country Inn & Suites,"6305 E. Broad St., 43213",Columbus,INDOOR,1300,26450
BUTLER,Best Western - Sycamore Inn,6 East Sycamore St.,Oxford,INDOOR,768,26400
CINCINNATI CITY,Berkshire Estates Homeowners Assoc.,"1969 Berkshire Club Dr., 45230",Cincinnati,OUTDOOR,1950,26400
CINCINNATI CITY,Ambassador Condos,"3533 Amberacres Dr., 45237",Cincinnati,OUTDOOR,880,26400
CLERMONT,Timber Creek,"5400 N Timber Creek Dr., 45150",Milford,OUTDOOR,880,26400
MONTGOMERY,Washington Place,"8801 Motter Lane, 45342",Miamisburg,OUTDOOR,882,26400
SPRINGDALE CITY,Carriage Court Apts,"11580 Olde Gate Dr, 45246",Springdale,OUTDOOR,670,26400
SUMMIT,Berlin Motel,"334 31st. St. NW, 44203",Barberton,OUTDOOR,880,26400
LUCAS,Country View Apts,"1210 Country View Lane #10A, 43615",Toledo,OUTDOOR,882,26392
LUCAS,Westbrook Senior Village,"715 S Holland Sylvania Rd, 43615",Toledo,OUTDOOR,882,26392
COLUMBUS CITY,Remington Woods,"8495 Bella Woods Dr, 43035",Lewis Center,OUTDOOR,876,26280
COLUMBUS CITY,Williamsburg Sq. Swim Club,"1863 Bairsford Dr., 43232",Columbus,OUTDOOR,800,26280
COLUMBUS CITY,Easton Pointe,"3520 Red Hook Crossing, 43219",Columbus,OUTDOOR,796,26280
COLUMBUS CITY,Four Pointe Apartments,"5362 Hoover Forest Ln, 43230",Columbus,OUTDOOR,796,26280
COLUMBUS CITY,The Attleigh,"1121 Mirror Lake Place, 43228",Columbus,OUTDOOR,796,26280
WARREN,Laurel Glen,"10 South Dock Side Dr., 45066",Springboro,OUTDOOR,876,26280
COLUMBUS CITY,Northtowne Apts.,"4621 Northtowne Blvd, 43229",Columbus,OUTDOOR,850,26250
CLERMONT,Days Inn East,"4056 Mt. Carmel Tobasco Rd, 45255",Cincinnati,OUTDOOR,795,26225
WARREN,Sunrise Lake Club II,"966 Laskeshore Dr., 45039",Maineville,OUTDOOR,891,26143
LAKE,Quail Hollow (I),"11080 Concord Hambden Rd, 44077",Painesville,INDOOR,995,26100
ALLIANCE CITY,American Best Value Inn,"2330 W. State, 44601",Alliance,OUTDOOR,800,26000
BUTLER,Meadowridge Apts.,5384 Blossom St.,Hamilton,OUTDOOR,900,26000
BUTLER,Extended Stay America #6,9651 Seward Rd,Fairfield,INDOOR,385,26000
CINCINNATI CITY,Pine Ridge Apts,"2396 Montana Ave, 45211",Cincinnati,OUTDOOR,850,26000
COLUMBUS CITY,Ravines @ Waggoner Park,"262 Piney Creek Dr., 43004",Columbus,OUTDOOR,1920,26000
COLUMBUS CITY,Wyandotte Athletic Club,"5198 Riding Club Ln, 43213",Columbus,OUTDOOR,1400,26000
COLUMBUS CITY,Ridge at Taylor Station,"321 Directory Dr., 43213",Columbus,OUTDOOR,1300,26000
COLUMBUS CITY,Blendon Woods Luxury Apts,5000 Brelsford Woods Dr,Westerville,OUTDOOR,800,26000
COLUMBUS CITY,Blendon Woods Luxury Apts,"5000 Brelsford Woods Dr., 43081",Westerville,OUTDOOR,800,26000
ERIE,Grand Harbour Condo,"100 Grand Harbor (6330 W. Lake), 44839",Vermilion,OUTDOOR,900,26000
FAYETTE,Court House Fitness Pool,215 E. Court St.,Washington C.H.,INDOOR,8100,26000
FRANKLIN,Creekside at Taylor Square II Pool,8055 Fillmore Ln,Reynoldsburg,OUTDOOR,825,26000
HAMILTON,Rolling Hills of Wyoming,"1 Rolling Hills Dr, 45215",Cincinnati,OUTDOOR,1200,26000
HANCOCK,Greenbrier Apts.,"2800 S. Main St., 45840",Findlay,OUTDOOR,375,26000
LAKE,Quality Inn,"28611 Euclid Ave, 44092",Wickliffe,INDOOR,800,26000
LOGAN,Pirates Cove ( Pool #1),7323 Port Royale Ave,Russells,OUTDOOR,786,26000
LOGAN,Spend A Day Marina,"9481 SR 708, 43348",Russells Point,OUTDOOR,758,26000
LOGAN,Spend a Day Marina,"9481 SR 708, 43348",Russells Point,OUTDOOR,758,26000
MIDDLETOWN CITY,Quality Inn & Suites Pool,"6475 Culbertson Rd, 45005",Franklin,OUTDOOR,1050,26000
MONTGOMERY,Twin Lakes West,"1781 Placid Dr, 45459",Dayton,OUTDOOR,884,26000
RICHLAND,Eastgate Village Holdings LLC,"622 Wagon Wheel Trl, 44905",Mansfield,OUTDOOR,2550,26000
TRUMBULL,Wyngate Manor Mobile Home Park,"1011 St. Rt. 7 NE, 44403",Brookfield,OUTDOOR,836,26000
WARREN,Motel 6 - Mason,"5310 Bardes Rd, 45040",Mason,OUTDOOR,800,26000
WARREN,Red Roof Inn Kings Island Pool,9847 Bardes Rd,Mason,OUTDOOR,800,26000
WARREN,Montgomery Hills Condo,"8666 Landen Dr., 45039",Maineville,OUTDOOR,784,26000
YOUNGSTOWN CITY,Ohio Living Park Vista,"1310 Fifth Ave, 44504",Youngstown,OUTDOOR,500,26000
